firm_id,firm_name,primary_category,uk_relevance,hq_region,priority_tier,fit_relevance,careers_url,canonical_platform,canonical_feed_url,alternate_endpoints_json,search_aliases_json,scrape_status,scrape_method,search_enabled,feed_enabled,uk_only_expected,notes,last_validated_at
konfir,Konfir,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Konfir&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
kroo,kroo,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/kroo,Greenhouse,https://boards-api.greenhouse.io/v1/boards/kroo/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/kroo"", ""feed_url"": ""https://api.lever.co/v0/postings/kroo?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Workable"", ""careers_url"": ""https://apply.workable.com/kroo/"", ""feed_url"": ""https://www.workable.com/api/accounts/kroo?details=true"", ""workday_entry"": """", ""source"": ""internal_workable_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
lendable,lendable,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/lendable,Greenhouse,https://boards-api.greenhouse.io/v1/boards/lendable/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/lendable"", ""feed_url"": ""https://api.lever.co/v0/postings/lendable?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
lendable,Lendable,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/lendable,Greenhouse,https://boards-api.greenhouse.io/v1/boards/lendable/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/lendable"", ""feed_url"": ""https://api.lever.co/v0/postings/lendable?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
lendingcrowd,LendingCrowd,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=LendingCrowd&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
lexisnexis,Lexisnexis,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/lexisnexis,Greenhouse,https://boards-api.greenhouse.io/v1/boards/lexisnexis/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/lexisnexis"", ""feed_url"": ""https://api.lever.co/v0/postings/lexisnexis?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
lexisnexis,lexisnexis,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/lexisnexis,Greenhouse,https://boards-api.greenhouse.io/v1/boards/lexisnexis/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/lexisnexis"", ""feed_url"": ""https://api.lever.co/v0/postings/lexisnexis?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
love-finance,Love Finance,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Love+Finance&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
mambu,Mambu,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/mambu,Greenhouse,https://boards-api.greenhouse.io/v1/boards/mambu/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/mambu"", ""feed_url"": ""https://api.lever.co/v0/postings/mambu?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/mambu"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/mambu"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/mambu"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=mambu"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]","[""mambu""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
marqeta,Marqeta,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/marqeta,Greenhouse,https://boards-api.greenhouse.io/v1/boards/marqeta/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/marqeta"", ""feed_url"": ""https://api.lever.co/v0/postings/marqeta?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/marqeta"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=marqeta"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/marqeta"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/marqeta"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]","[""marqeta""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
mastercard,Mastercard,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.smartrecruiters.com/Mastercard,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/Mastercard/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
mercury,mercury,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.ashbyhq.com/mercury,Ashby,https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=mercury,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_ashby_list; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby,
mercury,Mercury,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.ashbyhq.com/mercury,Ashby,https://api.ashbyhq.com/posting-api/job-board/mercury,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_ashby_list; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby,
meta,Meta,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Meta&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
microsoft,Microsoft,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Microsoft&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
mollie,Mollie,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/mollie,Greenhouse,https://boards-api.greenhouse.io/v1/boards/mollie/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
mollie,mollie,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/mollie,Greenhouse,https://boards-api.greenhouse.io/v1/boards/mollie/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
monavate,Monavate,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Monavate&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
monese,Monese,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Monese&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
moneybox,Moneybox,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Moneybox&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
moody,Moody,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.smartrecruiters.com/Moody,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/Moody/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
moody-s,Moody's,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://www.linkedin.com/jobs/search/?keywords=Moody%27s&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
neotas,Neotas,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Neotas&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
nice,NICE,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.smartrecruiters.com/NICE,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/NICE/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
nium,Nium,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Nium&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
northrow,NorthRow,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=NorthRow&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
novatus,Novatus,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Novatus&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
nuggets,Nuggets,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Nuggets&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
onedome,OneDome,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=OneDome&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
oneid,OneID,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=OneID&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
oracle,Oracle,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://jobs.smartrecruiters.com/Oracle,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/Oracle/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
paddle,Paddle,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Paddle&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
payhawk,Payhawk,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Payhawk&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
paypal,PayPal,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://www.linkedin.com/jobs/search/?keywords=PayPal&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
pega,Pega,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Pega&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
penfold,Penfold,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Penfold&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
plaid,Plaid,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/plaid,Greenhouse,https://boards-api.greenhouse.io/v1/boards/plaid/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/plaid"", ""feed_url"": ""https://api.lever.co/v0/postings/plaid?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/plaid"", ""feed_url"": ""https://api.ashbyhq.com/posting-api/job-board/plaid"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}, {""platform"": ""Ashby"", ""careers_url"": ""https://jobs.ashbyhq.com/plaid"", ""feed_url"": ""https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=plaid"", ""workday_entry"": """", ""source"": ""internal_ashby_list""}]","[""plaid""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
pleo,Pleo,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Pleo&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
plum,Plum,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Plum&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
primer,Primer,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Primer&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
profylr,Profylr,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Profylr&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
proofid,ProofID,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=ProofID&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
proxymity,Proxymity,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Proxymity&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
qonto,Qonto,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Qonto&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
quantifind,Quantifind,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Quantifind&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
railsr,Railsr,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Railsr&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
raisin,Raisin,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Raisin&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
ramp,Ramp,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.ashbyhq.com/ramp,Ashby,https://api.ashbyhq.com/posting-api/job-board/ramp,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_ashby_list; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby,
ramp,ramp,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.ashbyhq.com/ramp,Ashby,https://jobs.ashbyhq.com/api/non-user-graphql?op=job-board&board=ramp,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_ashby_list; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby; Ashby,
rapyd,Rapyd,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/rapyd,Greenhouse,https://boards-api.greenhouse.io/v1/boards/rapyd/jobs,[],"[""rapyd""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
ravelin,Ravelin,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Ravelin&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
recordsure,Recordsure,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Recordsure&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
red-flag-alert,Red Flag Alert,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Red+Flag+Alert&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
regnosys,REGnosys,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=REGnosys&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
risk-ledger,Risk Ledger,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Risk+Ledger&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
risksmart,RiskSmart,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=RiskSmart&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
ruleguard,Ruleguard,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Ruleguard&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
s-p-global,S&P Global,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://www.linkedin.com/jobs/search/?keywords=S%26P+Global&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
s-pglobal,S&PGlobal,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.smartrecruiters.com/S&PGlobal,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/S&PGlobal/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
salesforce,Salesforce,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Salesforce&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
santander,Santander,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.smartrecruiters.com/Santander,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/Santander/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
sap,SAP,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://jobs.smartrecruiters.com/SAP,SmartRecruiters,https://api.smartrecruiters.com/v1/companies/SAP/postings,[],[],covered,api,true,true,true,ATS feed from internal company list; internal_smartrecruiters_list; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters; SmartRecruiters,
saphyre,saphyre,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/saphyre,Greenhouse,https://boards-api.greenhouse.io/v1/boards/saphyre/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/saphyre"", ""feed_url"": ""https://api.lever.co/v0/postings/saphyre?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]",[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
sardine,Sardine,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Sardine&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
smartpension,Smartpension,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.lever.co/smartpension,Lever,https://api.lever.co/v0/postings/smartpension?mode=json,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_lever_list; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever,
smartpension,smartpension,Fintech,UK-Presence,EMEA,Tier2,Core,https://jobs.lever.co/smartpension,Lever,https://api.lever.co/v0/postings/smartpension?mode=json,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_lever_list; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever; Lever,
smartstream,SmartStream,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=SmartStream&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
snoop,Snoop,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Snoop&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
snyk,Snyk,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/snyk,Greenhouse,https://boards-api.greenhouse.io/v1/boards/snyk/jobs,"[{""platform"": ""Lever"", ""careers_url"": ""https://jobs.lever.co/snyk"", ""feed_url"": ""https://api.lever.co/v0/postings/snyk?mode=json"", ""workday_entry"": """", ""source"": ""internal_lever_list""}]","[""snyk""]",covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
socure,socure,Fintech,UK-Presence,EMEA,Tier2,Core,https://boards.greenhouse.io/socure,Greenhouse,https://boards-api.greenhouse.io/v1/boards/socure/jobs,[],[],covered,api,true,true,true,ATS feed from internal board list; internal_greenhouse_list; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse; Greenhouse,
solaris,Solaris,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Solaris&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
soldo,Soldo,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Soldo&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
spendesk,Spendesk,Fintech,UK-Presence,EMEA,Tier2,Core,https://www.linkedin.com/jobs/search/?keywords=Spendesk&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
square,Square,Fintech,UK-Presence,EMEA,Tier2,Adjacent,https://www.linkedin.com/jobs/search/?keywords=Square&location=United%20Kingdom,LinkedInOnly,,[],[],partial,search,true,false,true,LinkedIn/search fallback until direct careers path is mapped,
